circuit,qubits,gates_1q,gates_2q,M1__fidelity,M1__move_batches,M1__move_time_ms,M1__algorithm_time_s,M1__valid_over_N,M1__status,M2__fidelity,M2__move_batches,M2__move_time_ms,M2__algorithm_time_s,M2__valid_over_N,M2__status,M3__fidelity,M3__move_batches,M3__move_time_ms,M3__algorithm_time_s,M3__valid_over_N,M3__status,M4__fidelity,M4__move_batches,M4__move_time_ms,M4__algorithm_time_s,M4__valid_over_N,M4__status,M3__initial_placement_s,M3__transition_decision_s,M3__problem_preparation_s,M3__search_kernel_s,M3__result_commit_s,M3__transition_residual_s,M3__routing_s,M3__return_match_s,M3__forecast_s,M4__initial_placement_s,M4__transition_decision_s,M4__problem_preparation_s,M4__search_kernel_s,M4__result_commit_s,M4__transition_residual_s,M4__routing_s,M4__return_match_s,M4__forecast_s
plus63mod8192_164,14,152012,81852,,,,,0/1,verifier_fail,,146270.0,14268.477500572148,23.043837708,1/1,success（线性F OOD）,,148033.0,14761.044579067291,295.628729041,1/1,success（线性F OOD）,,120629.0,12366.475542178978,264.123214959,1/1,success（线性F OOD）,6.770109166,259.488422459,14.147904788,214.624526999,27.767455063,2.948535609,17.996017218,1.64910396,0.040954966,6.717584584,233.047780833,11.521569431,192.469099853,26.301962947,2.755148602,15.435556173,0.974726964,4.112308766
pm1_249,14,1433,771,8.740155504028818e-05,1311.0,126.66464265861744,16.973191167,1/1,success,8.483590595870664e-05,1314.0,128.29095303427007,0.220592,1/1,success,7.677878598956606e-05,1327.0,139.40003580925745,11.596618542,1/1,success,9.630097053914908e-05,990.0,103.29150142318498,16.487528125,1/1,success,3.226079916,8.130515708,1.393662594,4.963001696,1.686298501,0.087552917,0.135975122,0.019996404,0.001648649,3.299336625,13.003269708,1.39533979,9.764158714,1.745575134,0.09819607,0.087548018,0.013816127,0.75689953
qe_qft_4,5,42,25,0.8140289251436202,20.0,2.2057549704796156,5.56287675,1/1,success,0.8148677907179451,16.0,1.6505620692555674,0.006815167,1/1,success,0.8229369172522708,18.0,2.1397274785108804,1.83181325,1/1,success,0.8250988952714766,20.0,2.072564370403532,2.777383375,1/1,success,1.6528795,0.157432583,0.021634708,0.083462584,0.021632624,0.030702667,0.001660347,0.000229671,0.000192036,1.68225575,1.072418417,0.022837796,0.976993747,0.039914502,0.032672372,0.001821518,0.000410806,0.195036125
qe_qft_5,5,51,26,0.8128161363286656,20.0,2.184382605259369,4.859218083,1/1,success,0.8098192741652681,18.0,2.013282054854563,0.007204417,1/1,success,0.8172058379396716,17.0,1.9967275226232155,1.693896083,1/1,success,0.820288487211781,16.0,1.6877469091049384,2.261950625,1/1,success,1.495798208,0.17686975,0.023457249,0.098791541,0.023865376,0.030755584,0.001658201,0.000242598,0.000214099,1.515835625,0.724026916,0.023273374,0.646460834,0.023765377,0.030527331,0.001603842,0.000369864,0.179865836
qft_10,10,0,0,,,,,0/1,compiler_error,1.0,0.0,0.0,2.6125e-05,1/1,success,1.0,0.0,0.0,0.000136791,1/1,success,1.0,0.0,0.0,0.000123083,1/1,success,2.9325e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qft_16,16,0,0,,,,,0/1,compiler_error,1.0,0.0,0.0,2.6292e-05,1/1,success,1.0,0.0,0.0,0.000132625,1/1,success,1.0,0.0,0.0,0.000126,1/1,success,3.1948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2902e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radd_250,13,2612,1405,3.1824027399224965e-08,2511.0,244.53003076282045,27.391115125,1/1,success,3.183671861512226e-08,2513.0,243.54428465965572,0.4035065,1/1,success,2.3280559833331392e-08,2503.0,262.38245723993924,22.67632025,1/1,success,4.499110406634434e-08,1862.0,188.57764775432648,26.3326415,1/1,success,4.68842175,17.53720725,3.046046276,10.440066932,3.905984831,0.145109211,0.272717237,0.042582693,0.003314451,4.750928916,21.220924417,2.398632018,15.600689311,3.064402593,0.157200495,0.199424505,0.030773264,1.371348542
rd32-v0_66,4,22,12,0.8811369526136851,24.0,2.2957742021789915,5.105421959,1/1,success,0.8809200503580361,24.0,2.335914364194275,0.004809541,1/1,success,0.8848210649630458,23.0,2.2170074798026342,1.757177042,1/1,success,0.8791397519559385,16.0,1.5946542158453068,2.161037584,1/1,success,1.580797083,0.155443375,0.025923542,0.08067279,0.017561333,0.03128571,0.001630068,0.000513143,0.000252965,1.623782834,0.516382625,0.028925457,0.439298211,0.017086293,0.031072664,0.001266718,0.000345347,0.155325102
rd32-v1_68,4,23,12,0.8807808223680241,24.0,2.2957742021789915,5.136185917,1/1,success,0.8805640021297869,24.0,2.335914364194275,0.0043875,1/1,success,0.8844634499385745,23.0,2.2170074798026342,1.720344542,1/1,success,0.8787844821010494,16.0,1.5946542158453068,2.117078083,1/1,success,1.549198,0.150971334,0.024821584,0.079384001,0.016994833,0.029770916,0.00166297,0.000497086,0.000252164,1.591173209,0.505320625,0.028119248,0.429783626,0.017218003,0.030199748,0.001286745,0.000339996,0.151480962
rd32_270,5,69,36,0.6848017524158954,68.0,6.411441859268658,8.109081542,1/1,success,0.6846076576810036,68.0,6.443982584073131,0.012601459,1/1,success,0.691837171521757,67.0,6.4213081279922575,2.508191958,1/1,success,0.6829152356103855,47.0,4.722044714349889,3.952400125,1/1,success,2.09828275,0.382868083,0.038852208,0.258591624,0.054173294,0.031250957,0.004925489,0.001488661,0.000714589,2.14801675,1.777440458,0.04345217,1.645182708,0.055985248,0.032820332,0.003555059,0.001194907,0.706387633
rd53_130,7,837,448,0.007453287095605055,785.0,74.29855452539532,15.979051542,1/1,success,0.007417580610701621,783.0,75.25340748911489,0.128347875,1/1,success,0.0072553064736707576,822.0,90.44248766945003,10.453738958,1/1,success,0.007093632237355454,588.0,60.68848435277304,53.206228583,1/1,success,3.303365459,6.996811875,0.621537792,5.467582504,0.836696072,0.070995507,0.083623409,0.025212628,0.007997369,3.322533292,49.768901792,0.614921754,48.241955288,0.836410839,0.075613911,0.048989296,0.021781447,13.904290497
rd53_131,7,368,198,0.11373447188566607,357.0,34.934424357536344,12.890791,1/1,success,0.11371039080122965,353.0,34.82230399078986,0.0586795,1/1,success,0.11627771663539514,364.0,36.24675134150886,5.457316125,1/1,success,0.1099569174474472,269.0,27.755671752964886,23.380519625,1/1,success,2.817174125,2.555411792,0.248713213,1.922291869,0.331368499,0.053038211,0.043150187,0.012375868,0.003690043,2.849484458,20.469416125,0.270468953,19.759720216,0.380731278,0.058495678,0.022220373,0.011255625,5.893989981
rd53_133,7,468,252,0.06471419732667412,447.0,42.33677260045512,13.510339209,1/1,success,0.06434566414058442,447.0,43.30248155893195,0.075707625,1/1,success,0.06533489229707198,458.0,45.939244956630034,6.565534958,1/1,success,0.06278424059770979,334.0,34.46540490479221,25.579789708,1/1,success,2.948460875,3.533441459,0.307717214,2.703126659,0.466170711,0.056426875,0.036482811,0.015822072,0.004743283,2.947224875,22.541076459,0.337251921,21.673642956,0.468885967,0.061295615,0.046036482,0.012708963,7.494204578
rd53_135,7,247,134,0.23621831620082703,229.0,21.870644256350513,12.173751208,1/1,success,0.23610547153044442,228.0,21.81487695639923,0.039559375,1/1,success,0.23799791760031683,246.0,24.259366351953425,4.49779875,1/1,success,0.2294876526975858,179.0,18.449370877549644,15.722232917,1/1,success,2.710051084,1.734616875,0.173070746,1.304911999,0.220284373,0.036349757,0.01950264,0.007085083,0.002555082,2.688420375,12.98582925,0.195895126,12.53094458,0.221221296,0.037768248,0.015119314,0.005553043,4.027739838
rd53_138,8,113,60,0.5203861619163942,99.0,10.032087655617023,11.1894975,1/1,success,0.5195917751122073,88.0,10.211710571575802,0.016123167,1/1,success,0.5201447798768686,106.0,11.06331824167419,3.399812167,1/1,success,0.5220849550291556,62.0,6.79995462564667,9.922505333,1/1,success,2.5585545,0.808730334,0.071086086,0.614045955,0.090700331,0.032897962,0.008485079,0.002529217,0.001041389,2.61442175,7.277386083,0.071302086,7.090057874,0.082481543,0.03354458,0.006303787,0.002144319,1.767585048
rd53_251,8,1048,564,0.0019798639913699637,996.0,94.54243551484777,17.523270916,1/1,success,0.0019712468983094584,996.0,94.90546692019028,0.165501542,1/1,success,0.0019510762874542984,1029.0,108.95310281829437,11.856664459,1/1,success,0.001888850445290119,732.0,76.2252191819083,58.072594542,1/1,success,3.486437208,8.183767708,0.779634597,6.229186251,1.097612793,0.077334067,0.10123992,0.028633379,0.0106371,3.504025333,54.411031209,0.817717126,52.380028417,1.130534756,0.08275091,0.081015587,0.023616728,16.360700271
rd53_311,13,225,124,0.23034321443572237,203.0,19.548724299280057,15.380118667,1/1,success,0.23048589425001717,198.0,19.276440694533715,0.032995583,1/1,success,0.2303718808038964,192.0,20.12154342035413,5.453981708,1/1,success,0.22776136835561964,152.0,16.073478428218525,26.012512208,1/1,success,3.1557085,2.2500205,0.175013831,1.819719627,0.218358874,0.036928168,0.01776123,0.005997499,0.002236211,3.141653833,22.823963125,0.181107706,22.396230755,0.208829539,0.037795125,0.014545441,0.006684,4.885180367
rd73_140,10,195,104,0.31415608379315346,157.0,15.665911213575582,13.941466541,1/1,success,0.30959999612158684,148.0,17.716479092768253,0.025068833,1/1,success,0.3098672157631955,188.0,19.752865973448763,4.513433458,1/1,success,0.31130217241566016,107.0,11.671155161929805,18.5692055,1/1,success,2.896402375,1.561000208,0.134886543,1.234807046,0.155857623,0.035448996,0.027571201,0.004218722,0.001732904,2.96511225,15.56546275,0.126848662,15.255724041,0.147090878,0.035799169,0.010599613,0.003813771,3.624719659
rd73_252,10,4310,2319,1.3349430768551419e-12,4053.0,391.160087639514,28.049279541,1/1,success,1.3271578342240792e-12,4045.0,389.9307808055707,0.659467208,1/1,success,4.857429759571864e-13,4189.0,480.15453902122647,42.08256575,1/1,success,1.8008070850715926e-12,3050.0,307.6165302112184,46.323917167,1/1,success,4.551556208,36.759649958,5.162280699,24.577378945,6.812032069,0.207958245,0.49301219,0.07576281,0.009379042,4.501196792,41.22650625,4.481234667,31.082120161,5.447274608,0.215876814,0.347719431,0.043694064,2.11422881
rd84_142,15,288,154,0.14901955292519958,259.0,27.978249373221214,15.473877042,1/1,success,0.15749000176228498,183.0,22.368962191309052,0.030231625,1/1,success,0.1551688201681365,217.0,22.823464781960872,7.393829042,1/1,success,0.16097964877368956,152.0,16.11285608181362,76.128066959,1/1,success,3.1807605,4.159130083,0.211374711,3.690468369,0.219955548,0.037331455,0.022532463,0.006530575,0.00242927,3.198543375,72.878721375,0.20219983,72.409548757,0.227660246,0.039312542,0.016839504,0.009466123,9.290373268
rd84_253,12,11069,5960,,10398.0,1012.0350557592644,40.213673333,1/1,success（线性F OOD）,,10252.0,999.0683851642017,1.666603583,1/1,success（线性F OOD）,7.04870076997407e-43,9540.0,1005.2775986308286,107.250434458,1/1,success,9.09628604501318e-36,7789.0,795.0317429772515,76.884796,1/1,success,5.17734625,100.100373125,9.794114508,73.878430253,16.093014488,0.334813876,1.142030478,0.188524842,0.007661929,5.202403209,69.966050958,8.342703939,47.2947414,14.026608529,0.30199709,1.090961456,0.121121954,1.664354316
root_255,13,13919,7493,,12931.0,1277.489721304753,49.746880584,1/1,success（线性F OOD）,,12550.0,1235.5566262191553,2.048863209,1/1,success（线性F OOD）,,12740.0,1303.9936959728834,34.835135709,1/1,success（线性F OOD）,,9914.0,1021.710948432912,33.396369625,1/1,success（线性F OOD）,5.947428708,26.484675583,1.43131773,22.678013403,2.112091957,0.263252493,1.431371212,0.13885308,0.004213504,5.994350292,25.480007208,1.22281447,21.769034027,2.186714011,0.3014447,1.169929743,0.085619596,0.503679891
sao2_257,14,31325,16864,,,,,0/1,verifier_fail,,27908.0,2747.2184606234496,4.480456,1/1,success（线性F OOD）,,28375.0,2883.726359672967,70.552148167,1/1,success（线性F OOD）,,22404.0,2318.9191551035938,70.181989583,1/1,success（线性F OOD）,5.35082825,59.746190209,4.075708678,50.326462631,4.783178847,0.560840053,3.280499697,0.321439027,0.010575662,5.366748458,60.30311225,2.831767423,51.80417624,5.107298216,0.559870371,2.827148914,0.319073589,1.187330138
sf_274,6,627,336,0.02833773041414477,613.0,57.597414059515614,10.017428667,1/1,success,0.02849742015120758,600.0,56.16412901965393,0.105646875,1/1,success,0.028699067317146495,620.0,64.07546690106221,6.589022667,1/1,success,0.02639413272305033,436.0,46.11833902054906,34.138683625,1/1,success,2.407098166,4.062120375,0.392045593,3.042147285,0.564528333,0.063399164,0.063179493,0.017339576,0.006402701,2.43703425,31.60650125,0.455563916,30.446952544,0.634238614,0.069746176,0.035429955,0.013213618,8.988320942
sf_276,6,627,336,0.028182186016494883,609.0,57.96216782393561,10.137167167,1/1,success,0.028332793025848086,604.0,56.597732921202024,0.105243417,1/1,success,0.027875624595674345,618.0,68.29205179624746,7.053536208,1/1,success,0.026320360920909985,441.0,46.16023142435183,34.666704333,1/1,success,2.40847275,4.524648875,0.432954042,3.391031666,0.637619057,0.06304411,0.062582254,0.017208931,0.00638546,2.441250375,32.133981166,0.475833429,30.942911984,0.648147592,0.067088161,0.036365986,0.013332671,9.031789002
sqn_258,10,8286,4459,2.8213941255446305e-25,7662.0,737.0836264317728,31.987633042,1/1,success,2.736347558585412e-25,7658.0,736.8258370708319,1.266560666,1/1,success,5.994108580340678e-26,7442.0,798.364396787637,65.312839834,1/1,success,2.074925248118228e-24,5794.0,595.8431753539181,70.158603792,1/1,success,4.589025417,59.14467025,5.959381529,42.914874677,10.050400303,0.220013741,1.043488979,0.136401863,0.004954184,4.475451416,64.437431459,9.42623333,41.691477129,13.095413315,0.224307685,0.648301363,0.08173071,1.204428186
sqrt8_260,12,2443,1314,1.3840980291703435e-07,2337.0,225.8640148708775,24.893329125,1/1,success,1.3473067863463204e-07,2330.0,227.79087169631111,0.380220334,1/1,success,7.273045361947693e-08,2379.0,281.94325075361286,24.443169542,1/1,success,1.6881456686720324e-07,1744.0,177.66245963918604,28.107859917,1/1,success,4.335316416,19.679332042,2.93168276,12.811101155,3.795749137,0.14079899,0.258401871,0.044924718,0.005300056,4.350321667,23.406848833,2.540315556,17.506989846,3.212160181,0.14738325,0.197879553,0.026627724,1.267957067
squar5_261,13,1617,869,3.085258319188213e-05,1492.0,144.95425928466466,23.498092875,1/1,success,3.0638918228213876e-05,1483.0,144.67708012841453,0.246748584,1/1,success,2.625110713141996e-05,1476.0,153.27661837526645,13.697923167,1/1,success,3.415962404394147e-05,1109.0,112.43076196343657,18.373153792,1/1,success,4.254523459,9.171204,1.629915218,5.496336068,1.948207979,0.096744735,0.147883415,0.023144221,0.00196825,4.249909458,13.89901825,1.480592626,10.485200333,1.82668922,0.106536071,0.119918108,0.015564411,0.822851871
square_root_7,15,5114,3089,1.7533804378965887e-18,5427.0,533.4573371884242,23.374962625,1/1,success,2.0573431714460183e-18,5311.0,518.6819066011587,0.862869125,1/1,success,1.2330165513035583e-18,5376.0,553.3065511780727,53.491175458,1/1,success,1.0158837129486198e-17,4169.0,436.73551407008154,66.385860042,1/1,success,3.268851292,49.18500325,6.911435312,31.813400431,10.255593048,0.204574459,0.658413649,0.101646316,0.005352497,3.2623875,62.177762958,6.623052725,44.942605506,10.399205294,0.212899433,0.593258619,0.070920526,1.085373673
sym10_262,12,52162,28084,,,,,0/1,verifier_fail,,49476.0,4811.724897824519,7.983549375,1/1,success（线性F OOD）,,49719.0,5013.856479401102,101.270841375,1/1,success（线性F OOD）,,38344.0,3950.465385597332,95.35629025,1/1,success（线性F OOD）,5.284779458,86.6288105,5.886031853,70.907969488,8.579341412,1.255467747,5.578105688,0.531746932,0.015101459,5.327082166,82.082001791,4.090393453,68.857297454,8.254584148,0.879726736,4.649228334,0.403959514,1.619650077
sym6_145,7,3160,1701,6.717309144022302e-09,3056.0,289.33200557698575,18.534521125,1/1,success,6.666753105926102e-09,3058.0,290.29408893248933,0.505596292,1/1,success,5.601901204256695e-09,3127.0,338.58855036365543,23.282157167,1/1,success,6.075060076681818e-09,2256.0,225.3719651216403,33.220382125,1/1,success,3.387216708,19.3678705,2.835898904,12.561902276,3.817635117,0.152434203,0.314716101,0.05650687,0.006560056,3.312037334,29.457266375,3.456491825,21.600304107,4.236580757,0.163889686,0.22233963,0.036038222,1.456948444
sym6_316,14,227,123,0.22278378730361423,215.0,21.00083693991078,14.511433833,1/1,success,0.22386711849617555,207.0,20.09113829063229,0.032811,1/1,success,0.22332503059002892,207.0,21.006756980393682,5.071902667,1/1,success,0.22949793100823246,150.0,15.220669011391275,20.559003583,1/1,success,2.962737084,2.058004584,0.178581125,1.614199622,0.228031461,0.037192376,0.018768549,0.00568565,0.002305502,3.003660333,17.510788834,0.178499377,17.092839538,0.202675792,0.036774127,0.013457775,0.005482317,4.256424194
sym9_146,12,278,148,0.18014044504276833,227.0,23.10031698383188,14.947579792,1/1,success,0.1765607239232403,208.0,25.54766945086616,0.033685,1/1,success,0.17838842883816533,259.0,27.15868445922009,5.583454667,1/1,success,0.18187316704649908,160.0,18.921676206815647,28.598268917,1/1,success,3.0451385,2.479084833,0.186190881,2.020650624,0.234579914,0.037663414,0.024343014,0.005553307,0.002437348,3.121812875,25.42901575,0.213766328,24.965261463,0.211268296,0.038719663,0.015117645,0.00544702,4.770503042
sym9_148,10,17478,9408,,16643.0,1592.9600211292463,46.606364458,1/1,success（线性F OOD）,,16683.0,1597.9371838544678,2.71167,1/1,success（线性F OOD）,,16368.0,1585.7837445362911,36.622971916,1/1,success（线性F OOD）,,12700.0,1314.410399983889,32.118052625,1/1,success（线性F OOD）,4.528901292,28.976136667,1.598013416,24.319405839,2.762035971,0.296681441,1.838272095,0.199811142,0.00516592,4.512258916,25.056790208,1.474753001,20.35717094,2.898698187,0.32616808,1.537399054,0.098097839,0.53455853
sym9_193,11,28293,15232,,,,,0/1,verifier_fail,,26785.0,2603.708046725306,4.293494,1/1,success（线性F OOD）,,26815.0,2710.7904568305776,56.045465625,1/1,success（线性F OOD）,,20602.0,2103.165450424444,55.176594,1/1,success（线性F OOD）,4.644175833,46.603489792,2.57051172,39.211096817,4.338690792,0.483190463,3.090796232,0.297291454,0.008447493,4.857524709,46.097831834,2.307118276,38.355136726,4.858074213,0.577502619,2.671266794,0.351084964,0.980962587
sys6-v0_111,10,182,98,0.33223661045268227,158.0,16.27830467165502,13.972691084,1/1,success,0.33586637215833154,121.0,14.248749605958931,0.021090875,1/1,success,0.3350230799882452,152.0,16.529048293646607,4.592365667,1/1,success,0.33629184935704226,93.0,11.654147401819367,21.05314375,1/1,success,2.901290167,1.6505715,0.108853621,1.375782254,0.131857203,0.034078422,0.013464212,0.003233801,0.001571487,2.948208791,18.068090292,0.114299418,17.791729666,0.12612483,0.035936378,0.010370493,0.004323239,3.92734863
urf1_149,9,150205,80878,,,,,0/1,verifier_fail,,140659.0,13381.91592628767,23.948462209,1/1,success（线性F OOD）,,140379.0,13544.530013525078,256.158619708,1/1,success（线性F OOD）,,106752.0,10887.080214846972,202.102819667,1/1,success（线性F OOD）,4.311853916,226.257365875,11.980660722,187.527619743,24.148286535,2.600798875,16.379873991,1.303805747,0.032274276,4.252131958,176.065419208,9.363994984,140.436437718,23.882983587,2.382002919,13.469215393,0.69612537,3.028410601
urf1_278,9,44604,26672,,46396.0,4487.836974283577,93.858328625,1/1,success（线性F OOD）,,46438.0,4477.991088254035,7.618439166,1/1,success（线性F OOD）,,46269.0,4681.702125009693,96.47027925,1/1,success（线性F OOD）,,36711.0,3764.5134431270694,87.79047875,1/1,success（线性F OOD）,4.238573583,83.749295959,4.474684665,70.866310982,7.543848674,0.864451638,5.463995457,0.532871388,0.015677451,4.390624,75.914824958,4.238114851,62.653513785,7.897172578,1.126023744,4.677645445,0.387509886,1.802602224
urf2_152,8,65391,35210,,,,,0/1,verifier_fail,,62247.0,5900.365313130315,10.651453875,1/1,success（线性F OOD）,,61688.0,6027.6738899127795,110.949402375,1/1,success（线性F OOD）,,44804.0,4492.011817202723,93.624526083,1/1,success（线性F OOD）,3.822586625,95.886283417,5.108699946,79.114817814,10.573732539,1.089033118,7.05014348,0.547883907,0.013557913,3.825776375,80.7077895,4.439451923,64.190795154,10.864207045,1.213335378,5.416436195,0.335428204,1.641830185
urf2_277,8,16468,10056,,17434.0,1673.65852760871,44.039667416,1/1,success（线性F OOD）,,17323.0,1665.450366055062,2.860231583,1/1,success（线性F OOD）,,17079.0,1696.784967155217,37.164292334,1/1,success（线性F OOD）,,14012.0,1430.0484680400684,36.868091291,1/1,success（线性F OOD）,3.718310792,30.425507625,1.635443742,25.562412161,2.886108236,0.341543486,1.897143602,0.203932992,0.006328011,3.745671291,30.441795709,1.402520411,25.84415165,2.861792452,0.333331196,1.671757936,0.112288865,0.626672101
urf3_155,10,344087,185276,,,,,0/1,timeout,,323334.0,30867.477621698177,55.00601525,1/1,success（线性F OOD）,,,,,0/1,timeout,,247090.0,25023.92059119942,474.057436875,1/1,success（线性F OOD）,,,,,,,,,,4.545812292,419.194745708,21.909311838,334.476031428,57.280658977,5.528743465,31.627114773,1.543209822,7.059769726
urf3_279,10,102117,60342,,,,,0/1,verifier_fail,,105259.0,10184.235886113122,17.2053055,1/1,success（线性F OOD）,,105623.0,10483.019286788262,204.386593458,1/1,success（线性F OOD）,,88774.0,9049.801641505974,192.780060041,1/1,success（线性F OOD）,4.682938,179.816401833,10.117424711,150.259731442,17.514609826,1.924635854,13.038879633,1.195173181,0.03107134,4.692007167,170.520161459,8.460943732,142.723393474,17.465252142,1.870572111,11.311299801,0.700021825,3.329586118
urf4_187,11,416053,224028,,,,,0/1,timeout,,376889.0,36342.22235273356,61.276072042,1/1,success（线性F OOD）,,,,,0/1,timeout,,,,,0/1,timeout,,,,,,,,,,,,,,,,,,
urf5_158,9,133591,71932,,,,,0/1,verifier_fail,,125409.0,11926.084638397228,20.666102333,1/1,success（线性F OOD）,,125241.0,12082.378356507828,227.294222292,1/1,success（线性F OOD）,,96310.0,9832.537875930757,187.430956042,1/1,success（线性F OOD）,4.274138583,200.189766208,10.59763276,165.887814129,21.375688569,2.32863075,14.488668442,1.201426772,0.028640021,4.298432875,163.268973875,9.167753311,129.012766613,22.51501158,2.573442371,12.430472612,0.679241489,2.954671969
urf5_280,9,40847,23726,,41328.0,3993.976658624045,86.631378625,1/1,success（线性F OOD）,,41269.0,3970.044099303883,6.622738666,1/1,success（线性F OOD）,,40920.0,4102.487448178201,80.997195375,1/1,success（线性F OOD）,,32226.0,3273.374190391356,77.655795916,1/1,success（线性F OOD）,4.296188959,69.334766,3.797952303,58.166640127,6.646162484,0.724011086,4.707322359,0.45262588,0.013655968,4.2926655,66.578440333,3.474786473,55.110889597,7.115650174,0.877114089,3.922464848,0.321377542,1.547470016
urf6_160,15,139622,75180,,132717.0,12895.10447028097,214.827546291,1/1,success（线性F OOD）,,131296.0,12746.640401732799,21.982143708,1/1,success（线性F OOD）,,131831.0,12956.660887863685,272.843327333,1/1,success（线性F OOD）,,100343.0,10155.650626117484,221.497195583,1/1,success（线性F OOD）,6.866586916,239.823810958,14.686368726,198.711747714,23.682242348,2.74345217,16.055095911,1.199664203,0.028093939,6.969211542,193.522782333,9.718898683,158.184089654,23.193165589,2.426628407,13.10976243,0.792069213,3.094434389
wim_266,11,795,427,0.007329974799113619,719.0,68.74905469701831,16.7521415,1/1,success,0.007292273717090722,720.0,68.54730784745706,0.12195375,1/1,success,0.007129901818772113,771.0,79.26416832762875,9.648170958,1/1,success,0.00723973614218314,544.0,56.63287065207368,51.413765,1/1,success,3.266127958,6.25100975,0.562790416,4.819604616,0.799614927,0.068999791,0.063406944,0.020600512,0.007887085,3.333695333,47.948218166,0.591052706,46.473598201,0.812524213,0.071043046,0.047812462,0.018177402,13.563044184
xor5_254,6,4,5,0.946238458591237,10.0,1.1313919595273794,4.339796667,1/1,success,0.9461829996830045,10.0,1.1460326127000577,0.002301,1/1,success,0.950357661419169,9.0,1.0360131196695328,1.535654083,1/1,success,0.9503685497403696,9.0,1.033151080083868,1.705827125,1/1,success,1.44193325,0.074152417,0.005387666,0.019046792,0.01994175,0.029776209,0.000718355,0.000142463,9.7809e-05,1.442840667,0.242032917,0.021183417,0.183821626,0.006267624,0.03076025,0.000677109,0.000235265,0.043195104
z4_268,11,2494,1343,,,,,0/1,verifier_fail,1.28821772998968e-07,2314.0,224.97520273817844,0.38158,1/1,success,9.420380818390826e-08,2405.0,265.1278414929985,23.105095875,1/1,success,1.438499396886584e-07,1748.0,178.11368007597466,27.505958667,1/1,success,4.03165325,18.641667125,2.503930477,12.700061517,3.299395293,0.138279838,0.262828588,0.042971542,0.005086455,4.023920375,23.14831525,2.372216871,17.631686285,2.997770079,0.146642015,0.183186054,0.030870935,1.355186295
