dataset,canonical_sha256,circuits,member_N,qubits,gates_2q,M1,M2,Default
qmap154,398986b61fc4e5e4d9d1098273673bfde3ca29c4c34a234df6b6c3bc60de3fac,"[""cnt3-5_179""]",1,16,75,"{""fidelity"": 0.38697465517767526, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.34417211475273585, ""log_coherence_linear"": -0.19027747590509833, ""log_fidelity"": -0.9493960785939146, ""log_idle_excitation"": 0.0, ""move_batches"": 117.0, ""move_time_us"": 11810.456285125418, ""transfers"": 344.0}","{""fidelity"": 0.390117345862929, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.36418212142440654, ""log_coherence_linear"": -0.16217908892729843, ""log_fidelity"": -0.9413076982877855, ""log_idle_excitation"": 0.0, ""move_batches"": 90.0, ""move_time_us"": 9119.833119122562, ""transfers"": 364.0}","{""fidelity"": 0.3965715975982642, ""idle_exposures"": 51.0, ""log_atom_transfer"": -0.23211607739137996, ""log_coherence_linear"": -0.1481754730717694, ""log_fidelity"": -0.9248986801904392, ""log_idle_excitation"": -0.12765964112404232, ""move_batches"": 85.0, ""move_time_us"": 9500.929754031848, ""transfers"": 232.0}"
qmap154,3a59691f2cef465889098b3e1fe8dfc1073bdb63f046979516e9ca7612614be8,"[""adr4_197""]",1,13,1498,"{""fidelity"": 1.0601717374804554e-08, ""idle_exposures"": 0.0, ""log_atom_transfer"": -6.179090060211908, ""log_coherence_linear"": -3.838446725499849, ""log_fidelity"": -18.36224983246065, ""log_idle_excitation"": 0.0, ""move_batches"": 2620.0, ""move_time_us"": 256718.7949149563, ""transfers"": 6176.0}","{""fidelity"": 1.0694494803608008e-08, ""idle_exposures"": 0.0, ""log_atom_transfer"": -6.187094062880576, ""log_coherence_linear"": -3.8217296225875534, ""log_fidelity"": -18.353536732217023, ""log_idle_excitation"": 0.0, ""move_batches"": 2603.0, ""move_time_us"": 255031.3795996679, ""transfers"": 6184.0}","{""fidelity"": 1.4819200519097689e-08, ""idle_exposures"": 982.0, ""log_atom_transfer"": -4.366183455758544, ""log_coherence_linear"": -2.8416263717706016, ""log_fidelity"": -18.02734216461339, ""log_idle_excitation"": -2.4580738741923445, ""move_batches"": 1968.0, ""move_time_us"": 200086.7610138077, ""transfers"": 4364.0}"
qmap154,3b0bd2035db7cf2547b925a5bb182e565f350a0756310fc40ac23ff85782a6ad,"[""rd53_138""]",1,8,60,"{""fidelity"": 0.5203861619163942, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24012008006004826, ""log_coherence_linear"": -0.07840644845184826, ""log_fidelity"": -0.6531841239417788, ""log_idle_excitation"": 0.0, ""move_batches"": 99.0, ""move_time_us"": 10032.087655617022, ""transfers"": 240.0}","{""fidelity"": 0.5195917751122073, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24012008006004826, ""log_coherence_linear"": -0.07993414808931532, ""log_fidelity"": -0.654711823579246, ""log_idle_excitation"": 0.0, ""move_batches"": 88.0, ""move_time_us"": 10211.710571575803, ""transfers"": 240.0}","{""fidelity"": 0.5152349940673651, ""idle_exposures"": 43.0, ""log_atom_transfer"": -0.16208105404053258, ""log_coherence_linear"": -0.05875893438176337, ""log_fidelity"": -0.6631321832312728, ""log_idle_excitation"": -0.1076345993790945, ""move_batches"": 75.0, ""move_time_us"": 8265.581970299965, ""transfers"": 162.0}"
qmap154,42887548d9adb27f8d8ed46b6b9c73698f1b1907034eac1e0d38c3d3351b8a3f,"[""4mod5-v1_22""]",1,5,11,"{""fidelity"": 0.8887055572739078, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.008826428744258104, ""log_fidelity"": -0.11798930499529475, ""log_idle_excitation"": 0.0, ""move_batches"": 20.0, ""move_time_us"": 2007.5564735723406, ""transfers"": 48.0}","{""fidelity"": 0.8887255660431952, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.048024016012009646, ""log_coherence_linear"": -0.008803914488683437, ""log_fidelity"": -0.11796679073972008, ""log_idle_excitation"": 0.0, ""move_batches"": 19.0, ""move_time_us"": 1948.8140945222096, ""transfers"": 48.0}","{""fidelity"": 0.8920499746162202, ""idle_exposures"": 5.0, ""log_atom_transfer"": -0.03401701134184017, ""log_coherence_linear"": -0.006561599945522752, ""log_fidelity"": -0.1142331226169823, ""log_idle_excitation"": -0.012515651090592385, ""move_batches"": 15.0, ""move_time_us"": 1547.5184797494123, ""transfers"": 34.0}"
qmap154,46faae924ea2fb39bd42153545d56bde36cb7d2fb617493a033ea462bb80dfac,"[""one-two-three-v3_101""]",1,5,32,"{""fidelity"": 0.7031702666588894, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14407204803602894, ""log_coherence_linear"": -0.03058026451084904, ""log_fidelity"": -0.3521562164134087, ""log_idle_excitation"": 0.0, ""move_batches"": 64.0, ""move_time_us"": 7357.0265444221, ""transfers"": 144.0}","{""fidelity"": 0.7067290234910306, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.14407204803602894, ""log_coherence_linear"": -0.025532011185424006, ""log_fidelity"": -0.3471079630879837, ""log_idle_excitation"": 0.0, ""move_batches"": 59.0, ""move_time_us"": 5695.024833728676, ""transfers"": 144.0}","{""fidelity"": 0.7089386354421985, ""idle_exposures"": 23.0, ""log_atom_transfer"": -0.0900450300225181, ""log_coherence_linear"": -0.018865378147243303, ""log_fidelity"": -0.3439863070530171, ""log_idle_excitation"": -0.05757199501672497, ""move_batches"": 42.0, ""move_time_us"": 4062.264708879291, ""transfers"": 90.0}"
qmap154,4a6d53e313003be35a7d3c56a5702b8a2f0ce138861f1ff1de53929c6660d26a,"[""ex1_226"", ""xor5_254""]",2,6,5,"{""fidelity"": 0.946238458591237, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.004985774142499989, ""log_fidelity"": -0.055260671302234214, ""log_idle_excitation"": 0.0, ""move_batches"": 10.0, ""move_time_us"": 1131.3919595273794, ""transfers"": 24.0}","{""fidelity"": 0.9461829996830045, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.00504438572503725, ""log_fidelity"": -0.055319282884771476, ""log_idle_excitation"": 0.0, ""move_batches"": 10.0, ""move_time_us"": 1146.0326127000578, ""transfers"": 24.0}","{""fidelity"": 0.9503685497403696, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.020010006671670688, ""log_coherence_linear"": -0.004632526699042233, ""log_fidelity"": -0.05090542252444232, ""log_idle_excitation"": 0.0, ""move_batches"": 9.0, ""move_time_us"": 1033.1510800838678, ""transfers"": 20.0}"
qmap154,4b3a5ff4ee6e996fec8dbee995040ab4694fa02a4220ee8b1890926ec0ef8be2,"[""sf_276""]",1,6,336,"{""fidelity"": 0.028182186016494883, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.3606804536736068, ""log_coherence_linear"": -0.3360424751595531, ""log_fidelity"": -3.5690652021882894, ""log_idle_excitation"": 0.0, ""move_batches"": 609.0, ""move_time_us"": 57962.167823935604, ""transfers"": 1360.0}","{""fidelity"": 0.028332793025848086, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.3606804536736068, ""log_coherence_linear"": -0.33071265398897237, ""log_fidelity"": -3.563735381017709, ""log_idle_excitation"": 0.0, ""move_batches"": 604.0, ""move_time_us"": 56597.73292120202, ""transfers"": 1360.0}","{""fidelity"": 0.026339083098214994, ""idle_exposures"": 228.0, ""log_atom_transfer"": -0.9364683122341881, ""log_coherence_linear"": -0.2571771181949693, ""log_fidelity"": -3.6367013935153, ""log_idle_excitation"": -0.5707136897310128, ""move_batches"": 440.0, ""move_time_us"": 46140.82069347716, ""transfers"": 936.0}"
qmap154,4ce6bfb1bf9aca450b753d6849ee005106931698bb33d26016c766f8a3c6cd05,"[""4gt12-v0_86""]",1,6,114,"{""fidelity"": 0.30387720135344487, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.45222615077975753, ""log_coherence_linear"": -0.1050663215629114, ""log_fidelity"": -1.191131602099132, ""log_idle_excitation"": 0.0, ""move_batches"": 192.0, ""move_time_us"": 18237.367623343936, ""transfers"": 452.0}","{""fidelity"": 0.3036772767242913, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.45222615077975753, ""log_coherence_linear"": -0.10572445064790231, ""log_fidelity"": -1.191789731184123, ""log_idle_excitation"": 0.0, ""move_batches"": 192.0, ""move_time_us"": 18295.034934455874, ""transfers"": 452.0}","{""fidelity"": 0.2988352653390513, ""idle_exposures"": 73.0, ""log_atom_transfer"": -0.30815410274372856, ""log_coherence_linear"": -0.08314107104176383, ""log_fidelity"": -1.2078628094646042, ""log_idle_excitation"": -0.1827285059226488, ""move_batches"": 139.0, ""move_time_us"": 14825.531843377172, ""transfers"": 308.0}"
qmap154,4e61ebc66c256a3be3411259d4f7e555e5e410065ebfac0dfa43079072b7b0d3,"[""cm152a_212""]",1,12,532,"{""fidelity"": 0.0018196212240130219, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.201100733883776, ""log_coherence_linear"": -1.1425091052519725, ""log_fidelity"": -6.309126918227293, ""log_idle_excitation"": 0.0, ""move_batches"": 952.0, ""move_time_us"": 91454.07285848694, ""transfers"": 2200.0}","{""fidelity"": 0.0017955598591295491, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.2051027352181096, ""log_coherence_linear"": -1.1518185921261783, ""log_fidelity"": -6.3224384064358325, ""log_idle_excitation"": 0.0, ""move_batches"": 956.0, ""move_time_us"": 92412.60748574004, ""transfers"": 2204.0}","{""fidelity"": 0.0019125024769378568, ""idle_exposures"": 346.0, ""log_atom_transfer"": -1.544772515052977, ""log_coherence_linear"": -0.8854879731150249, ""log_fidelity"": -6.259342697133516, ""log_idle_excitation"": -0.866083055468993, ""move_batches"": 702.0, ""move_time_us"": 73092.05018234509, ""transfers"": 1544.0}"
qmap154,4ea7a43cd39b6fc7c5ba77d77c7ebf00dd92b539d2c56d977ff9bee8952fdd66,"[""one-two-three-v1_99""]",1,5,59,"{""fidelity"": 0.5374615300614861, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24412208139438238, ""log_coherence_linear"": -0.04833113855563334, ""log_fidelity"": -0.6208980935203459, ""log_idle_excitation"": 0.0, ""move_batches"": 115.0, ""move_time_us"": 10771.398072509075, ""transfers"": 244.0}","{""fidelity"": 0.5375363962233751, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.24412208139438238, ""log_coherence_linear"": -0.04819185240413589, ""log_fidelity"": -0.6207588073688484, ""log_idle_excitation"": 0.0, ""move_batches"": 113.0, ""move_time_us"": 10574.013617029783, ""transfers"": 244.0}","{""fidelity"": 0.5281110283087319, ""idle_exposures"": 42.0, ""log_atom_transfer"": -0.16808405604203377, ""log_coherence_linear"": -0.03678833772071291, ""log_fidelity"": -0.6384487364940528, ""log_idle_excitation"": -0.10513146916097603, ""move_batches"": 79.0, ""move_time_us"": 8250.223639521217, ""transfers"": 168.0}"
qmap154,4f2d6f098c8b76352c45f0551f747e1f012bca552b5eb3dc8ae60ff0418b3c43,"[""alu-v2_30""]",1,6,221,"{""fidelity"": 0.0938848195612532, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.9204603068968517, ""log_coherence_linear"": -0.2147361132696674, ""log_fidelity"": -2.3656865718516213, ""log_idle_excitation"": 0.0, ""move_batches"": 397.0, ""move_time_us"": 37475.14111206235, ""transfers"": 920.0}","{""fidelity"": 0.09390777422713913, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.9204603068968517, ""log_coherence_linear"": -0.214491644991796, ""log_fidelity"": -2.36544210357375, ""log_idle_excitation"": 0.0, ""move_batches"": 394.0, ""move_time_us"": 37207.81152602434, ""transfers"": 920.0}","{""fidelity"": 0.09014131347512333, ""idle_exposures"": 146.0, ""log_atom_transfer"": -0.6463232154949632, ""log_coherence_linear"": -0.1650790930312651, ""log_fidelity"": -2.406376690324541, ""log_idle_excitation"": -0.3654570118452976, ""move_batches"": 292.0, ""move_time_us"": 29880.03689650336, ""transfers"": 646.0}"
qmap154,4f73524b715eb1770efc2d80fc94314f980ad04bd5d39f4bda32e9373bb5114a,"[""4gt12-v1_89""]",1,6,100,"{""fidelity"": 0.3397545794216961, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4162081387707503, ""log_coherence_linear"": -0.10596100943494804, ""log_fidelity"": -1.0795317472434995, ""log_idle_excitation"": 0.0, ""move_batches"": 189.0, ""move_time_us"": 19278.26946012675, ""transfers"": 416.0}","{""fidelity"": 0.3397504066314697, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.42021014010508445, ""log_coherence_linear"": -0.10197128995376334, ""log_fidelity"": -1.079544029096649, ""log_idle_excitation"": 0.0, ""move_batches"": 181.0, ""move_time_us"": 18203.967050685605, ""transfers"": 420.0}","{""fidelity"": 0.33941689874299313, ""idle_exposures"": 66.0, ""log_atom_transfer"": -0.2821410940705567, ""log_coherence_linear"": -0.07581584986724892, ""log_fidelity"": -1.0805261373714263, ""log_idle_excitation"": -0.16520659439581947, ""move_batches"": 128.0, ""move_time_us"": 13733.94326168788, ""transfers"": 282.0}"
qmap154,519ea74d71d3bb4c0342bd16f13d8643d86a0d7adcc9401edc6280a5f0b3209c,"[""4gt13_90""]",1,5,49,"{""fidelity"": 0.6021418486770534, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.19609806538237273, ""log_coherence_linear"": -0.03944570187860983, ""log_fidelity"": -0.507262232397826, ""log_idle_excitation"": 0.0, ""move_batches"": 88.0, ""move_time_us"": 8850.802035473474, ""transfers"": 196.0}","{""fidelity"": 0.6007140092707604, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.20010006671670688, ""log_coherence_linear"": -0.03781778396831961, ""log_fidelity"": -0.5096363158218699, ""log_idle_excitation"": 0.0, ""move_batches"": 86.0, ""move_time_us"": 8274.183678504196, ""transfers"": 200.0}","{""fidelity"": 0.5974845900852876, ""idle_exposures"": 28.0, ""log_atom_transfer"": -0.14407204803602894, ""log_coherence_linear"": -0.02914862688110447, ""log_fidelity"": -0.5150267861612942, ""log_idle_excitation"": -0.07008764610731735, ""move_batches"": 66.0, ""move_time_us"": 6579.585638855747, ""transfers"": 144.0}"
qmap154,5260efec73d65ae2747a06787c59b701521473db0f533363151441c3756e6fd2,"[""4gt4-v1_74""]",1,6,119,"{""fidelity"": 0.27879799069030436, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4922461641230989, ""log_coherence_linear"": -0.12161912898259479, ""log_fidelity"": -1.2772678071149082, ""log_idle_excitation"": 0.0, ""move_batches"": 222.0, ""move_time_us"": 21796.554657619366, ""transfers"": 492.0}","{""fidelity"": 0.27857524448738136, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.49624816545743305, ""log_coherence_linear"": -0.11841639894699882, ""log_fidelity"": -1.2780670784136463, ""log_idle_excitation"": 0.0, ""move_batches"": 221.0, ""move_time_us"": 20865.736329385032, ""transfers"": 496.0}","{""fidelity"": 0.2737010299108275, ""idle_exposures"": 82.0, ""log_atom_transfer"": -0.33616811208406755, ""log_coherence_linear"": -0.09089159604496208, ""log_fidelity"": -1.295718900023959, ""log_idle_excitation"": -0.2052566778857151, ""move_batches"": 155.0, ""move_time_us"": 16385.82314495054, ""transfers"": 336.0}"
qmap154,5330ce57f4a8a8c2c2ac01c0f03ebfa187a9b427e0b3ff488641834ea78563f6,"[""sqrt8_260""]",1,12,1314,"{""fidelity"": 1.3840980291703435e-07, ""idle_exposures"": 0.0, ""log_atom_transfer"": -5.434717812025759, ""log_coherence_linear"": -3.0388392407909803, ""log_fidelity"": -15.793046965945798, ""log_idle_excitation"": 0.0, ""move_batches"": 2337.0, ""move_time_us"": 225864.0148708775, ""transfers"": 5432.0}","{""fidelity"": 1.3473067863463204e-07, ""idle_exposures"": 0.0, ""log_atom_transfer"": -5.438719813360093, ""log_coherence_linear"": -3.061778297704993, ""log_fidelity"": -15.819988024194146, ""log_idle_excitation"": 0.0, ""move_batches"": 2330.0, ""move_time_us"": 227790.8716963111, ""transfers"": 5436.0}","{""fidelity"": 1.698027608819522e-07, ""idle_exposures"": 853.0, ""log_atom_transfer"": -3.8539272849637745, ""log_coherence_linear"": -2.2753705548665564, ""log_fidelity"": -15.588628303590324, ""log_idle_excitation"": -2.135170076055061, ""move_batches"": 1738.0, ""move_time_us"": 176545.93349037095, ""transfers"": 3852.0}"
qmap154,53778d274180d94de3f21dd545732c304f808e584fba613310d33d09a51d427d,"[""4gt12-v0_87""]",1,6,112,"{""fidelity"": 0.3086439897431713, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4482241494454234, ""log_coherence_linear"": -0.1041286975208683, ""log_fidelity"": -1.1755668030576623, ""log_idle_excitation"": 0.0, ""move_batches"": 190.0, ""move_time_us"": 18032.177605980643, ""transfers"": 448.0}","{""fidelity"": 0.30851034937475985, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4482241494454234, ""log_coherence_linear"": -0.10456178325657366, ""log_fidelity"": -1.1759998887933676, ""log_idle_excitation"": 0.0, ""move_batches"": 190.0, ""move_time_us"": 18086.582359037253, ""transfers"": 448.0}","{""fidelity"": 0.30355029102178144, ""idle_exposures"": 73.0, ""log_atom_transfer"": -0.30415210140939447, ""log_coherence_linear"": -0.08211341525507886, ""log_fidelity"": -1.1922079786784927, ""log_idle_excitation"": -0.1827285059226488, ""move_batches"": 137.0, ""move_time_us"": 14600.851142849324, ""transfers"": 304.0}"
qmap154,539b7b793a955583b075fc9fc5777a4c471092863a539f628fece84ebf0880c4,"[""con1_216""]",1,9,415,"{""fidelity"": 0.009552121763997648, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.7048525684263425, ""log_coherence_linear"": -0.6342998027791886, ""log_fidelity"": -4.650991974925948, ""log_idle_excitation"": 0.0, ""move_batches"": 716.0, ""move_time_us"": 69296.44487612281, ""transfers"": 1704.0}","{""fidelity"": 0.009477696036050937, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.7088545697606767, ""log_coherence_linear"": -0.6381198529435451, ""log_fidelity"": -4.658814026424639, ""log_idle_excitation"": 0.0, ""move_batches"": 715.0, ""move_time_us"": 69740.32762508177, ""transfers"": 1708.0}","{""fidelity"": 0.009304132095131187, ""idle_exposures"": 272.0, ""log_atom_transfer"": -1.1945973982987401, ""log_coherence_linear"": -0.490008244848155, ""log_fidelity"": -4.677296666195538, ""log_idle_excitation"": -0.6808514193282257, ""move_batches"": 534.0, ""move_time_us"": 55447.652168867346, ""transfers"": 1194.0}"
qmap154,53aa97a2f504590ddcf752e24f189501d8300245aff42164ec7a7191a327b3bc,"[""alu-v2_32""]",1,5,72,"{""fidelity"": 0.4657670014178625, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.30415210140939447, ""log_coherence_linear"": -0.05850857793417602, ""log_fidelity"": -0.764069766854028, ""log_idle_excitation"": 0.0, ""move_batches"": 136.0, ""move_time_us"": 12889.574640797502, ""transfers"": 304.0}","{""fidelity"": 0.464581680390117, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.30815410274372856, ""log_coherence_linear"": -0.057054700098642025, ""log_fidelity"": -0.7666178903528281, ""log_idle_excitation"": 0.0, ""move_batches"": 130.0, ""move_time_us"": 12314.4239072686, ""transfers"": 308.0}","{""fidelity"": 0.46415137444687316, ""idle_exposures"": 47.0, ""log_atom_transfer"": -0.204102068051041, ""log_coherence_linear"": -0.044386266114816254, ""log_fidelity"": -0.7675445419278832, ""log_idle_excitation"": -0.11764712025156841, ""move_batches"": 94.0, ""move_time_us"": 9890.671904715946, ""transfers"": 204.0}"
qmap154,547887c699e18e58deacddbf6fc41fe56a076cdfbc42dbf128fa464548b0253e,"[""hwb4_49""]",1,5,104,"{""fidelity"": 0.33793784952754075, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.42421214143941854, ""log_coherence_linear"": -0.0826682797546443, ""log_fidelity"": -1.0848932775440452, ""log_idle_excitation"": 0.0, ""move_batches"": 192.0, ""move_time_us"": 18090.89336208967, ""transfers"": 424.0}","{""fidelity"": 0.33727940079533897, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.42421214143941854, ""log_coherence_linear"": -0.0846186118606558, ""log_fidelity"": -1.0868436096500567, ""log_idle_excitation"": 0.0, ""move_batches"": 191.0, ""move_time_us"": 18561.92643533266, ""transfers"": 424.0}","{""fidelity"": 0.3300261600350574, ""idle_exposures"": 72.0, ""log_atom_transfer"": -0.2881440960720579, ""log_coherence_linear"": -0.062201026703458236, ""log_fidelity"": -1.1085833548300288, ""log_idle_excitation"": -0.18022537570453034, ""move_batches"": 134.0, ""move_time_us"": 13737.537557103567, ""transfers"": 288.0}"
qmap154,556cc6c9d99e6f8ab21856ebd4604002b6ff842e3cf3a9ebdd6c1e725fb31246,"[""sys6-v0_111""]",1,10,98,"{""fidelity"": 0.33223661045268227, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.3961981320990796, ""log_coherence_linear"": -0.1598724593717558, ""log_fidelity"": -1.101907881816538, ""log_idle_excitation"": 0.0, ""move_batches"": 158.0, ""move_time_us"": 16278.30467165502, ""transfers"": 396.0}","{""fidelity"": 0.33586637215833154, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.3961981320990796, ""log_coherence_linear"": -0.14900647758825655, ""log_fidelity"": -1.091041900033039, ""log_idle_excitation"": 0.0, ""move_batches"": 121.0, ""move_time_us"": 14248.74960595893, ""transfers"": 396.0}","{""fidelity"": 0.3343404129763329, ""idle_exposures"": 72.0, ""log_atom_transfer"": -0.2501250833958836, ""log_coherence_linear"": -0.11943943789325526, ""log_fidelity"": -1.0955956045097166, ""log_idle_excitation"": -0.18022537570453034, ""move_batches"": 103.0, ""move_time_us"": 12080.176640940104, ""transfers"": 250.0}"
qmap154,569391ab4b0c2412a57e1200e808a8f428979e08eaad630e86b9747cd27e1c16,"[""ham15_107""]",1,15,3856,"{""fidelity"": 4.2087761696794895e-24, ""idle_exposures"": 0.0, ""log_atom_transfer"": -15.947975317321538, ""log_coherence_linear"": -16.40231178416166, ""log_fidelity"": -53.824870322461216, ""log_idle_excitation"": 0.0, ""move_batches"": 6804.0, ""move_time_us"": 664500.152028049, ""transfers"": 15940.0}","{""fidelity"": 4.417142731734287e-24, ""idle_exposures"": 0.0, ""log_atom_transfer"": -15.975989326661876, ""log_coherence_linear"": -16.325976637944624, ""log_fidelity"": -53.77654918558452, ""log_idle_excitation"": 0.0, ""move_batches"": 6795.0, ""move_time_us"": 661513.8680989906, ""transfers"": 15968.0}","{""fidelity"": 1.096340977110424e-22, ""idle_exposures"": 2524.0, ""log_atom_transfer"": -11.323662775498441, ""log_coherence_linear"": -11.488782176634928, ""log_fidelity"": -50.56489379522581, ""log_idle_excitation"": -6.317900670531036, ""move_batches"": 5081.0, ""move_time_us"": 519602.41033542185, ""transfers"": 11318.0}"
qmap154,58301ee4a0a5e02f220e6d4a288841abc82b921ffdda76a4f40848b79ddebfd9,"[""ham3_102""]",1,3,9,"{""fidelity"": 0.9110926672902858, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.003777146607619789, ""log_fidelity"": -0.09311066648888763, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 1704.9708630940681, ""transfers"": 40.0}","{""fidelity"": 0.9108366416416142, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.004058195547446185, ""log_fidelity"": -0.09339171542871402, ""log_idle_excitation"": 0.0, ""move_batches"": 18.0, ""move_time_us"": 1741.3119432117587, ""transfers"": 40.0}","{""fidelity"": 0.910969415861617, ""idle_exposures"": 7.0, ""log_atom_transfer"": -0.024012008006004823, ""log_coherence_linear"": -0.002398528265886437, ""log_fidelity"": -0.09324595433664706, ""log_idle_excitation"": -0.017521911526829338, ""move_batches"": 11.0, ""move_time_us"": 1092.731311211921, ""transfers"": 24.0}"
qmap154,58d3414c21ba4637af265a4f3068c543e65f5215444e5deb86f582d6bf36ae9a,"[""inc_237""]",1,16,4636,"{""fidelity"": 2.5893217059754297e-31, ""idle_exposures"": 0.0, ""log_atom_transfer"": -18.789396264698777, ""log_coherence_linear"": -25.816914109803566, ""log_fidelity"": -70.42874193098781, ""log_idle_excitation"": 0.0, ""move_batches"": 8202.0, ""move_time_us"": 796259.4238413484, ""transfers"": 18780.0}","{""fidelity"": 1.2198344103846941e-31, ""idle_exposures"": 0.0, ""log_atom_transfer"": -18.80140226870178, ""log_coherence_linear"": -26.55758893728792, ""log_fidelity"": -71.18142276247517, ""log_idle_excitation"": 0.0, ""move_batches"": 8196.0, ""move_time_us"": 809028.3355635618, ""transfers"": 18792.0}","{""fidelity"": 4.565155757202051e-28, ""idle_exposures"": 3012.0, ""log_atom_transfer"": -13.410706471353695, ""log_coherence_linear"": -16.181363725687383, ""log_fidelity"": -62.9539299704994, ""log_idle_excitation"": -7.539428216972852, ""move_batches"": 6065.0, ""move_time_us"": 624887.6538636805, ""transfers"": 13404.0}"
qmap154,5b244278f3e4846bba65a3a6be51e000292bc1c8260030ea3df81daab0b8542c,"[""ising_model_16""]",1,16,150,"{""fidelity"": 0.2518984446390086, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.34817411608706994, ""log_coherence_linear"": -0.20636303337207335, ""log_fidelity"": -1.3787292701602665, ""log_idle_excitation"": 0.0, ""move_batches"": 66.0, ""move_time_us"": 7799.3337428564755, ""transfers"": 348.0}","{""fidelity"": 0.24693277749897075, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.3601801200900724, ""log_coherence_linear"": -0.21426689447870764, ""log_fidelity"": -1.398639135269903, ""log_idle_excitation"": 0.0, ""move_batches"": 61.0, ""move_time_us"": 8541.90575764063, ""transfers"": 360.0}","{""fidelity"": 0.28329133085182784, ""idle_exposures"": 5.0, ""log_atom_transfer"": -0.204102068051041, ""log_coherence_linear"": -0.22233707049173784, ""log_fidelity"": -1.2612794732074926, ""log_idle_excitation"": -0.012515651090592385, ""move_batches"": 81.0, ""move_time_us"": 9386.686833590262, ""transfers"": 204.0}"
qmap154,5c1c11e8fdb3c2c2275eee5df9f9f6294b3040059e1f7361e9a7e1e855ff38cc,"[""3_17_13""]",1,3,17,"{""fidelity"": 0.8433764659529815, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.007493167865772778, ""log_fidelity"": -0.17034184183776974, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 2970.5321772823017, ""transfers"": 68.0}","{""fidelity"": 0.8432999040450452, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.06803402268368033, ""log_coherence_linear"": -0.007583952214626889, ""log_fidelity"": -0.17043262618662386, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3015.810430925166, ""transfers"": 68.0}","{""fidelity"": 0.8416220248507202, ""idle_exposures"": 13.0, ""log_atom_transfer"": -0.040020013343341376, ""log_coherence_linear"": -0.005048909661569721, ""log_fidelity"": -0.17242426712876793, ""log_idle_excitation"": -0.0325406928355402, ""move_batches"": 19.0, ""move_time_us"": 1830.2910508081472, ""transfers"": 40.0}"
