dataset,canonical_sha256,circuits,member_N,qubits,gates_2q,M1,M2,Default
qmap154,9e525b1d35ed9e69aaedcf8bd3fdf71ef4f7393c6838de0a4837f6c92a652f0d,"[""sqn_258""]",1,10,4459,"{""fidelity"": 2.8213941255446305e-25, ""idle_exposures"": 0.0, ""log_atom_transfer"": -18.49324816595805, ""log_coherence_linear"": -13.197051089569044, ""log_fidelity"": -56.52739619130158, ""log_idle_excitation"": 0.0, ""move_batches"": 7662.0, ""move_time_us"": 737083.6264317728, ""transfers"": 18484.0}","{""fidelity"": 2.736347558585412e-25, ""idle_exposures"": 0.0, ""log_atom_transfer"": -18.52126217529839, ""log_coherence_linear"": -13.199644190439088, ""log_fidelity"": -56.55800330151196, ""log_idle_excitation"": 0.0, ""move_batches"": 7658.0, ""move_time_us"": 736825.8370708319, ""transfers"": 18512.0}","{""fidelity"": 2.2793565245428315e-24, ""idle_exposures"": 2936.0, ""log_atom_transfer"": -13.01851034058895, ""log_coherence_linear"": -9.245914939704779, ""log_fidelity"": -54.43814905480173, ""log_idle_excitation"": -7.349190320395849, ""move_batches"": 5820.0, ""move_time_us"": 595840.8288547699, ""transfers"": 13012.0}"
qmap154,a15dd882bbe53aea063fc08cb96e33fd774fc6763d90813aa5ed1415ffb775a2,"[""rd53_251""]",1,8,564,"{""fidelity"": 0.0019798639913699637, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.3131567712451315, ""log_coherence_linear"": -0.7700495987041375, ""log_fidelity"": -6.224727127862335, ""log_idle_excitation"": 0.0, ""move_batches"": 996.0, ""move_time_us"": 94542.43551484776, ""transfers"": 2312.0}","{""fidelity"": 0.0019712468983094584, ""idle_exposures"": 0.0, ""log_atom_transfer"": -2.3131567712451315, ""log_coherence_linear"": -0.7744114639938801, ""log_fidelity"": -6.229088993152077, ""log_idle_excitation"": 0.0, ""move_batches"": 996.0, ""move_time_us"": 94905.46692019027, ""transfers"": 2312.0}","{""fidelity"": 0.0018879634070310825, ""idle_exposures"": 377.0, ""log_atom_transfer"": -1.5887945297306525, ""log_coherence_linear"": -0.5982612134414047, ""log_fidelity"": -6.272256593315789, ""log_idle_excitation"": -0.9436800922306658, ""move_batches"": 732.0, ""move_time_us"": 76306.6184309213, ""transfers"": 1588.0}"
qmap154,a18c9f80ee68afee3443e316232d2f6de495ee5d68f0f3ff3c3605e2760916ed,"[""4gt13-v1_93""]",1,5,30,"{""fidelity"": 0.7295315263223074, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.12406204136435826, ""log_coherence_linear"": -0.02351178901717161, ""log_fidelity"": -0.31535269560997403, ""log_idle_excitation"": 0.0, ""move_batches"": 54.0, ""move_time_us"": 5147.117969819125, ""transfers"": 124.0}","{""fidelity"": 0.7288049852066851, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.12406204136435826, ""log_coherence_linear"": -0.02450818617240729, ""log_fidelity"": -0.3163490927652097, ""log_idle_excitation"": 0.0, ""move_batches"": 55.0, ""move_time_us"": 5288.245144687616, ""transfers"": 124.0}","{""fidelity"": 0.7255329591545231, ""idle_exposures"": 19.0, ""log_atom_transfer"": -0.08804402935535102, ""log_coherence_linear"": -0.017466409389688867, ""log_fidelity"": -0.3208487781177351, ""log_idle_excitation"": -0.04755947414425106, ""move_batches"": 39.0, ""move_time_us"": 3857.5212264375728, ""transfers"": 88.0}"
qmap154,a349d8041680093f4e0e734c78665ba74fb201322af6505319a01c6838b887c3,"[""4gt4-v0_79""]",1,6,103,"{""fidelity"": 0.33604112119973767, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.42021014010508445, ""log_coherence_linear"": -0.09851146738876426, ""log_fidelity"": -1.0905217419842788, ""log_idle_excitation"": 0.0, ""move_batches"": 186.0, ""move_time_us"": 17647.157645366948, ""transfers"": 420.0}","{""fidelity"": 0.335969422397284, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.42021014010508445, ""log_coherence_linear"": -0.0987248533345918, ""log_fidelity"": -1.0907351279301063, ""log_idle_excitation"": 0.0, ""move_batches"": 184.0, ""move_time_us"": 17491.634468962147, ""transfers"": 420.0}","{""fidelity"": 0.33157326156358896, ""idle_exposures"": 67.0, ""log_atom_transfer"": -0.2881440960720579, ""log_coherence_linear"": -0.07625253840491703, ""log_fidelity"": -1.103906493581343, ""log_idle_excitation"": -0.16770972461393796, ""move_batches"": 135.0, ""move_time_us"": 14027.29561664786, ""transfers"": 288.0}"
qmap154,a35a0cb5a5e80b130e60fa4e26dfdd940ac110073cf1e447d5f32ea63e0902b2,"[""aj-e11_165""]",1,5,69,"{""fidelity"": 0.485842074840411, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.28014009340338963, ""log_coherence_linear"": -0.05746041639681619, ""log_fidelity"": -0.7218716567770166, ""log_idle_excitation"": 0.0, ""move_batches"": 131.0, ""move_time_us"": 12797.837054258944, ""transfers"": 280.0}","{""fidelity"": 0.48487178543538173, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.2841420947377238, ""log_coherence_linear"": -0.05545754120641239, ""log_fidelity"": -0.723870782920947, ""log_idle_excitation"": 0.0, ""move_batches"": 127.0, ""move_time_us"": 12059.73098745516, ""transfers"": 284.0}","{""fidelity"": 0.48355088835157856, ""idle_exposures"": 49.0, ""log_atom_transfer"": -0.1800900600450362, ""log_coherence_linear"": -0.03958413196596474, ""log_fidelity"": -0.7265987196756171, ""log_idle_excitation"": -0.12265338068780537, ""move_batches"": 85.0, ""move_time_us"": 8338.971941055754, ""transfers"": 180.0}"
qmap154,a6601aa8a2f26cecf967808159491730a5ec445ea7982d3bada3e769531cf1b0,"[""sf_274""]",1,6,336,"{""fidelity"": 0.02833773041414477, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.3566784523392725, ""log_coherence_linear"": -0.3345404064189571, ""log_fidelity"": -3.563561132113359, ""log_idle_excitation"": 0.0, ""move_batches"": 613.0, ""move_time_us"": 57597.41405951561, ""transfers"": 1356.0}","{""fidelity"": 0.02849742015120758, ""idle_exposures"": 0.0, ""log_atom_transfer"": -1.3566784523392725, ""log_coherence_linear"": -0.32892099112066425, ""log_fidelity"": -3.5579417168150664, ""log_idle_excitation"": 0.0, ""move_batches"": 600.0, ""move_time_us"": 56164.12901965393, ""transfers"": 1356.0}","{""fidelity"": 0.026394266066338226, ""idle_exposures"": 228.0, ""log_atom_transfer"": -0.9344673115670211, ""log_coherence_linear"": -0.2570852122237204, ""log_fidelity"": -3.6346084868768838, ""log_idle_excitation"": -0.5707136897310128, ""move_batches"": 436.0, ""move_time_us"": 46117.12899949396, ""transfers"": 934.0}"
qmap154,a8f4097d0168378803725415aada0c52d1bc452c2a07d485204863fef857bf84,"[""4mod5-bdd_287""]",1,7,31,"{""fidelity"": 0.7160364109986639, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.12406204136435826, ""log_coherence_linear"": -0.03777090156604738, ""log_fidelity"": -0.33402425996439006, ""log_idle_excitation"": 0.0, ""move_batches"": 61.0, ""move_time_us"": 6041.651753965435, ""transfers"": 124.0}","{""fidelity"": 0.7156722915736339, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.12406204136435826, ""log_coherence_linear"": -0.03827955172962643, ""log_fidelity"": -0.33453291012796915, ""log_idle_excitation"": 0.0, ""move_batches"": 60.0, ""move_time_us"": 5942.057730718415, ""transfers"": 124.0}","{""fidelity"": 0.7150321825849565, ""idle_exposures"": 23.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.025624387955353527, ""log_fidelity"": -0.3354277266927457, ""log_idle_excitation"": -0.05757199501672497, ""move_batches"": 39.0, ""move_time_us"": 3872.1095637693884, ""transfers"": 80.0}"
qmap154,aacab69f698e7b9ecb3ad3698004174062167964aebd93c4efcbe624131bff1d,"[""4gt11_82""]",1,5,16,"{""fidelity"": 0.8561290257016672, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05602801868067792, ""log_coherence_linear"": -0.011004280138832808, ""log_fidelity"": -0.15533418323927312, ""log_idle_excitation"": 0.0, ""move_batches"": 24.0, ""move_time_us"": 2391.354506511963, ""transfers"": 56.0}","{""fidelity"": 0.8564968399606243, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.05602801868067792, ""log_coherence_linear"": -0.010574747604043038, ""log_fidelity"": -0.15490465070448334, ""log_idle_excitation"": 0.0, ""move_batches"": 22.0, ""move_time_us"": 2210.77251335491, ""transfers"": 56.0}","{""fidelity"": 0.8589571506779314, ""idle_exposures"": 5.0, ""log_atom_transfer"": -0.042021014010508444, ""log_coherence_linear"": -0.009197691517561122, ""log_fidelity"": -0.15203624103842434, ""log_idle_excitation"": -0.012515651090592385, ""move_batches"": 19.0, ""move_time_us"": 1912.8330328389245, ""transfers"": 42.0}"
qmap154,aacd9d461d97474d739216de7842190ad2c493eec99d4613f395da4a2c442559,"[""4gt4-v0_80""]",1,6,79,"{""fidelity"": 0.43031645634766247, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.32416210808106516, ""log_coherence_linear"": -0.07867482250133104, ""log_fidelity"": -0.8432343959746896, ""log_idle_excitation"": 0.0, ""move_batches"": 147.0, ""move_time_us"": 14024.7234767548, ""transfers"": 324.0}","{""fidelity"": 0.43035645180808557, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.32416210808106516, ""log_coherence_linear"": -0.07858188252361607, ""log_fidelity"": -0.8431414559969747, ""log_idle_excitation"": 0.0, ""move_batches"": 145.0, ""move_time_us"": 13897.790986872884, ""transfers"": 324.0}","{""fidelity"": 0.4256145215521434, ""idle_exposures"": 53.0, ""log_atom_transfer"": -0.22211107405554462, ""log_coherence_linear"": -0.05904678034035851, ""log_fidelity"": -0.8542212213484759, ""log_idle_excitation"": -0.13266590156027927, ""move_batches"": 102.0, ""move_time_us"": 10701.112672580932, ""transfers"": 222.0}"
qmap154,be58b162bd8a9700b69db3a25381397ae6cdfc255448c9843b1455ef0304c168,"[""0410184_169""]",1,14,102,"{""fidelity"": 0.2927648793259374, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.43221614410808684, ""log_coherence_linear"": -0.23028184999862716, ""log_fidelity"": -1.2283854517465937, ""log_idle_excitation"": 0.0, ""move_batches"": 163.0, ""move_time_us"": 16381.224431274426, ""transfers"": 432.0}","{""fidelity"": 0.29442010782334455, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.436218145442421, ""log_coherence_linear"": -0.22064199034714202, ""log_fidelity"": -1.2227475934294427, ""log_idle_excitation"": 0.0, ""move_batches"": 153.0, ""move_time_us"": 15114.007849593469, ""transfers"": 436.0}","{""fidelity"": 0.30020070766507884, ""idle_exposures"": 50.0, ""log_atom_transfer"": -0.320160106746731, ""log_coherence_linear"": -0.19609555314706822, ""log_fidelity"": -1.2033040024734991, ""log_idle_excitation"": -0.12515651090592383, ""move_batches"": 130.0, ""move_time_us"": 14008.317013967726, ""transfers"": 320.0}"
qmap154,be9e69cdeacc1bca8baee7df907061733b8c0c8ee5f5400f69c299d861a6c725,"[""rd53_131""]",1,7,198,"{""fidelity"": 0.11373447188566607, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8364182788758348, ""log_coherence_linear"": -0.2345706181144443, ""log_fidelity"": -2.173888741364781, ""log_idle_excitation"": 0.0, ""move_batches"": 357.0, ""move_time_us"": 34934.42435753634, ""transfers"": 836.0}","{""fidelity"": 0.11371039080122965, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8364182788758348, ""log_coherence_linear"": -0.23478237127731585, ""log_fidelity"": -2.1741004945276523, ""log_idle_excitation"": 0.0, ""move_batches"": 353.0, ""move_time_us"": 34822.303990789864, ""transfers"": 836.0}","{""fidelity"": 0.10982321789805324, ""idle_exposures"": 126.0, ""log_atom_transfer"": -0.610305203485956, ""log_coherence_linear"": -0.1802838606506228, ""log_fidelity"": -2.208883315994009, ""log_idle_excitation"": -0.3153944074829281, ""move_batches"": 271.0, ""move_time_us"": 27456.578698795252, ""transfers"": 610.0}"
qmap154,bfa75e9edbb6ab94cd64844561c0745f471f23c85dfd068594d38324267ec989,"[""4gt4-v0_72""]",1,6,113,"{""fidelity"": 0.30242666757416814, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4562281521140917, ""log_coherence_linear"": -0.10996157706842308, ""log_fidelity"": -1.1959164521424395, ""log_idle_excitation"": 0.0, ""move_batches"": 199.0, ""move_time_us"": 19371.815137787762, ""transfers"": 456.0}","{""fidelity"": 0.30227877037917567, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.4602301534484258, ""log_coherence_linear"": -0.1064487302501851, ""log_fidelity"": -1.1964056066585358, ""log_idle_excitation"": 0.0, ""move_batches"": 193.0, ""move_time_us"": 18363.29404045166, ""transfers"": 460.0}","{""fidelity"": 0.2974950260221742, ""idle_exposures"": 76.0, ""log_atom_transfer"": -0.31015510341089564, ""log_coherence_linear"": -0.0822380504415923, ""log_fidelity"": -1.2123577733894169, ""log_idle_excitation"": -0.19023789657700424, ""move_batches"": 140.0, ""move_time_us"": 14763.27037187174, ""transfers"": 310.0}"
qmap154,c6a370a3fd82cb35caac5770d763a98a341d78297bfc3c07d9c74ed215b9b620,"[""C17_204""]",1,7,205,"{""fidelity"": 0.10779345062340649, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8484242828788371, ""log_coherence_linear"": -0.23692582709362797, ""log_fidelity"": -2.227538377237805, ""log_idle_excitation"": 0.0, ""move_batches"": 364.0, ""move_time_us"": 34773.6042322768, ""transfers"": 848.0}","{""fidelity"": 0.10610307199399976, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.8604302868818395, ""log_coherence_linear"": -0.24072572587357133, ""log_fidelity"": -2.2433442800207506, ""log_idle_excitation"": 0.0, ""move_batches"": 364.0, ""move_time_us"": 35482.26083376361, ""transfers"": 860.0}","{""fidelity"": 0.10465595350084454, ""idle_exposures"": 133.0, ""log_atom_transfer"": -0.5962981988157865, ""log_coherence_linear"": -0.18567415697722178, ""log_fidelity"": -2.2570769420681054, ""log_idle_excitation"": -0.33291631900975743, ""move_batches"": 273.0, ""move_time_us"": 28206.84105595952, ""transfers"": 596.0}"
qmap154,c8416c44c0070c3fb15d442644a2d57645ab8eacb8876b7384d5baca60842315,"[""mod8-10_178""]",1,6,152,"{""fidelity"": 0.19659089040346633, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6283142094904596, ""log_coherence_linear"": -0.15119705880623308, ""log_fidelity"": -1.62663040803199, ""log_idle_excitation"": 0.0, ""move_batches"": 280.0, ""move_time_us"": 26558.98264681625, ""transfers"": 628.0}","{""fidelity"": 0.19622410596530407, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.6323162108247937, ""log_coherence_linear"": -0.14906252459075917, ""log_fidelity"": -1.6284978751508503, ""log_idle_excitation"": 0.0, ""move_batches"": 274.0, ""move_time_us"": 26048.54445409233, ""transfers"": 632.0}","{""fidelity"": 0.19320741895051602, ""idle_exposures"": 103.0, ""log_atom_transfer"": -0.42421214143941854, ""log_coherence_linear"": -0.11483726393508564, ""log_fidelity"": -1.6439909575760048, ""log_idle_excitation"": -0.25782241246620313, ""move_batches"": 198.0, ""move_time_us"": 20452.018576953946, ""transfers"": 424.0}"
qmap154,c8d56b244118432388e76545f2d8c01bfa8f43508c1f8ae17157e79bf41289da,"[""mod10_171""]",1,5,108,"{""fidelity"": 0.32337594814333637, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.44022014677675514, ""log_coherence_linear"": -0.08705599592707057, ""log_fidelity"": -1.1289397064560092, ""log_idle_excitation"": 0.0, ""move_batches"": 196.0, ""move_time_us"": 18985.681781630148, ""transfers"": 440.0}","{""fidelity"": 0.3217681453138016, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.44422214811108923, ""log_coherence_linear"": -0.08803832654111446, ""log_fidelity"": -1.1339240384043872, ""log_idle_excitation"": 0.0, ""move_batches"": 196.0, ""move_time_us"": 19131.258798687017, ""transfers"": 444.0}","{""fidelity"": 0.31767254867252387, ""idle_exposures"": 73.0, ""log_atom_transfer"": -0.29814909940789325, ""log_coherence_linear"": -0.06419297880187701, ""log_fidelity"": -1.1467341478846025, ""log_idle_excitation"": -0.1827285059226488, ""move_batches"": 141.0, ""move_time_us"": 14218.912193496208, ""transfers"": 298.0}"
qmap154,c99d557b492a18a7a3de36a4531d517c18f9e2dac5eba9a2a992076e0c8093b0,"[""4mod5-v0_18""]",1,5,31,"{""fidelity"": 0.7300942226597257, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.11605803869568998, ""log_coherence_linear"": -0.02483210025749684, ""log_fidelity"": -0.3145816810321812, ""log_idle_excitation"": 0.0, ""move_batches"": 56.0, ""move_time_us"": 5286.856033523669, ""transfers"": 116.0}","{""fidelity"": 0.7298691888794698, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.11605803869568998, ""log_coherence_linear"": -0.02514037343785105, ""log_fidelity"": -0.3148899542125354, ""log_idle_excitation"": 0.0, ""move_batches"": 56.0, ""move_time_us"": 5326.876984679473, ""transfers"": 116.0}","{""fidelity"": 0.7245682634126596, ""idle_exposures"": 20.0, ""log_atom_transfer"": -0.08004002668668275, ""log_coherence_linear"": -0.018385127120373327, ""log_fidelity"": -0.32217930024842, ""log_idle_excitation"": -0.05006260436236954, ""move_batches"": 39.0, ""move_time_us"": 3878.537339426407, ""transfers"": 80.0}"
qmap154,ce47031e36a06fb4b5256a25a448d4bcf007a6037c20645310dce86c4bd08620,"[""alu-v0_26""]",1,5,38,"{""fidelity"": 0.6686202371022227, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1600800533733655, ""log_coherence_linear"": -0.030979244279521555, ""log_fidelity"": -0.4025390375777094, ""log_idle_excitation"": 0.0, ""move_batches"": 73.0, ""move_time_us"": 6929.874907013938, ""transfers"": 160.0}","{""fidelity"": 0.668417329393995, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.1600800533733655, ""log_coherence_linear"": -0.031282762617180895, ""log_fidelity"": -0.40284255591536877, ""log_idle_excitation"": 0.0, ""move_batches"": 72.0, ""move_time_us"": 6916.365237425854, ""transfers"": 160.0}","{""fidelity"": 0.6652863232329731, ""idle_exposures"": 24.0, ""log_atom_transfer"": -0.11205603736135585, ""log_coherence_linear"": -0.023926867217568638, ""log_fidelity"": -0.4075377697385903, ""log_idle_excitation"": -0.06007512523484344, ""move_batches"": 52.0, ""move_time_us"": 5441.671048282003, ""transfers"": 112.0}"
qmap154,cf4a8e6ee6f9677f920d283d31ac6cc79f4dc8ed011444457d1fd4be4aa0fb9d,"[""radd_250""]",1,13,1405,"{""fidelity"": 3.1824027399224965e-08, ""idle_exposures"": 0.0, ""log_atom_transfer"": -5.830915944124838, ""log_coherence_linear"": -3.605789484156337, ""log_fidelity"": -17.2630442538741, ""log_idle_excitation"": 0.0, ""move_batches"": 2511.0, ""move_time_us"": 244530.03076282045, ""transfers"": 5828.0}","{""fidelity"": 3.183671861512226e-08, ""idle_exposures"": 0.0, ""log_atom_transfer"": -5.8389199467935065, ""log_coherence_linear"": -3.597386767464978, ""log_fidelity"": -17.26264553985141, ""log_idle_excitation"": 0.0, ""move_batches"": 2513.0, ""move_time_us"": 243544.2846596557, ""transfers"": 5836.0}","{""fidelity"": 4.508930994444747e-08, ""idle_exposures"": 915.0, ""log_atom_transfer"": -4.126063375698496, ""log_coherence_linear"": -2.6783594292730637, ""log_fidelity"": -16.91462064859044, ""log_idle_excitation"": -2.2903641495784064, ""move_batches"": 1854.0, ""move_time_us"": 188446.48782454644, ""transfers"": 4124.0}"
qmap154,cfc7a9ef5d3d73772fa0a79c64272948d4d312053c89a7c95c3799d068f28b2a,"[""sym6_145""]",1,7,1701,"{""fidelity"": 6.717309144022302e-09, ""idle_exposures"": 0.0, ""log_atom_transfer"": -7.075538359102755, ""log_coherence_linear"": -2.2685639582016472, ""log_fidelity"": -18.81857818759953, ""log_idle_excitation"": 0.0, ""move_batches"": 3056.0, ""move_time_us"": 289332.0055769858, ""transfers"": 7072.0}","{""fidelity"": 6.666753105926102e-09, ""idle_exposures"": 0.0, ""log_atom_transfer"": -7.075538359102755, ""log_coherence_linear"": -2.276118656857789, ""log_fidelity"": -18.82613288625567, ""log_idle_excitation"": 0.0, ""move_batches"": 3058.0, ""move_time_us"": 290294.08893248934, ""transfers"": 7072.0}","{""fidelity"": 6.075060076681818e-09, ""idle_exposures"": 1129.0, ""log_atom_transfer"": -4.9444726485698265, ""log_coherence_linear"": -1.6720904228150835, ""log_fidelity"": -18.919073958602965, ""log_idle_excitation"": -2.8260340162557607, ""move_batches"": 2256.0, ""move_time_us"": 225371.9651216403, ""transfers"": 4942.0}"
qmap154,d0e9f326652454eb85d198aecf5ad7c0c22d1cd6f56afa8c33cecacfaf6bf9cd,"[""cycle10_2_110""]",1,12,2644,"{""fidelity"": 5.254905620910619e-15, ""idle_exposures"": 0.0, ""log_atom_transfer"": -10.909455637394858, ""log_coherence_linear"": -7.244077182571089, ""log_fidelity"": -32.879614350607824, ""log_idle_excitation"": 0.0, ""move_batches"": 4737.0, ""move_time_us"": 459184.83902388206, ""transfers"": 10904.0}","{""fidelity"": 5.429051463555087e-15, ""idle_exposures"": 0.0, ""log_atom_transfer"": -10.929465644066529, ""log_coherence_linear"": -7.191464785943698, ""log_fidelity"": -32.847011960652104, ""log_idle_excitation"": 0.0, ""move_batches"": 4704.0, ""move_time_us"": 455054.30775117216, ""transfers"": 10924.0}","{""fidelity"": 1.5540248825766017e-14, ""idle_exposures"": 1713.0, ""log_atom_transfer"": -7.721861574597718, ""log_coherence_linear"": -5.062040999486896, ""log_fidelity"": -31.79534303814532, ""log_idle_excitation"": -4.287862063636951, ""move_batches"": 3486.0, ""move_time_us"": 352404.800666866, ""transfers"": 7718.0}"
qmap154,d25f1e6ffaf065bfaada147783bc65850a972bf0e1d238430518d6f2f854fcc2,"[""alu-v3_34""]",1,5,24,"{""fidelity"": 0.7727234519237015, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.10405203469268758, ""log_coherence_linear"": -0.01967894501180952, ""log_fidelity"": -0.2578340538836516, ""log_idle_excitation"": 0.0, ""move_batches"": 46.0, ""move_time_us"": 4337.640471687405, ""transfers"": 104.0}","{""fidelity"": 0.7724647877620324, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.10405203469268758, ""log_coherence_linear"": -0.02001374456236514, ""log_fidelity"": -0.25816885343420726, ""log_idle_excitation"": 0.0, ""move_batches"": 46.0, ""move_time_us"": 4385.682453107629, ""transfers"": 104.0}","{""fidelity"": 0.769871232304326, ""idle_exposures"": 17.0, ""log_atom_transfer"": -0.07003502335084741, ""log_coherence_linear"": -0.01530004077161207, ""log_fidelity"": -0.26153200889263506, ""log_idle_excitation"": -0.042553213708014105, ""move_batches"": 32.0, ""move_time_us"": 3243.9967937423503, ""transfers"": 70.0}"
qmap154,d6706fe265e77c9974b4e2ee29fd782d6b5f06dab44521e835b1d2c32e7da411,"[""mini-alu_167""]",1,5,126,"{""fidelity"": 0.26310424833993823, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.524262174797772, ""log_coherence_linear"": -0.10855187713327402, ""log_fidelity"": -1.3352049438220963, ""log_idle_excitation"": 0.0, ""move_batches"": 239.0, ""move_time_us"": 24050.932088510843, ""transfers"": 524.0}","{""fidelity"": 0.26192022133625675, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.5362681788007744, ""log_coherence_linear"": -0.10105624961494021, ""log_fidelity"": -1.3397153203067649, ""log_idle_excitation"": 0.0, ""move_batches"": 225.0, ""move_time_us"": 21780.845764295365, ""transfers"": 536.0}","{""fidelity"": 0.26048323601955914, ""idle_exposures"": 83.0, ""log_atom_transfer"": -0.3581791194229053, ""log_coherence_linear"": -0.07768855667734206, ""log_fidelity"": -1.345216772951368, ""log_idle_excitation"": -0.2077598081038336, ""move_batches"": 167.0, ""move_time_us"": 17464.39375283503, ""transfers"": 358.0}"
qmap154,d800bdc1387d38e9d43ce4de7c660bcce7f9dfc81455c7ac955f18408479de3d,"[""cm42a_207"", ""pm1_249""]",2,14,771,"{""fidelity"": 8.740155504028818e-05, ""idle_exposures"": 0.0, ""log_atom_transfer"": -3.1295650434492956, ""log_coherence_linear"": -1.9207981959362914, ""log_fidelity"": -9.344997483238087, ""log_idle_excitation"": 0.0, ""move_batches"": 1311.0, ""move_time_us"": 126664.64265861743, ""transfers"": 3128.0}","{""fidelity"": 8.483590595870664e-05, ""idle_exposures"": 0.0, ""log_atom_transfer"": -3.1375690461179637, ""log_coherence_linear"": -1.9425883954882481, ""log_fidelity"": -9.374791685458712, ""log_idle_excitation"": 0.0, ""move_batches"": 1314.0, ""move_time_us"": 128290.95303427006, ""transfers"": 3136.0}","{""fidelity"": 9.629392908787516e-05, ""idle_exposures"": 506.0, ""log_atom_transfer"": -2.19109573054794, ""log_coherence_linear"": -1.4957914180417842, ""log_fidelity"": -9.248105282810174, ""log_idle_excitation"": -1.2665838903679494, ""move_batches"": 987.0, ""move_time_us"": 102635.83750484063, ""transfers"": 2190.0}"
qmap154,dfcfb0f66a9df92dbce2a4f1948cc61f5cb144f7acf0e867f59c81b20574a24e,"[""4mod5-v1_24""]",1,5,16,"{""fidelity"": 0.8399214307312504, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.07203602401801447, ""log_coherence_linear"": -0.013508927907402758, ""log_fidelity"": -0.1744469263631836, ""log_idle_excitation"": 0.0, ""move_batches"": 32.0, ""move_time_us"": 3105.6906486753155, ""transfers"": 72.0}","{""fidelity"": 0.8398658532358505, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.07203602401801447, ""log_coherence_linear"": -0.013575099970914134, ""log_fidelity"": -0.17451309842669496, ""log_idle_excitation"": 0.0, ""move_batches"": 31.0, ""move_time_us"": 3073.4885740029476, ""transfers"": 72.0}","{""fidelity"": 0.8379399895684231, ""idle_exposures"": 11.0, ""log_atom_transfer"": -0.05002501667917672, ""log_coherence_linear"": -0.010347369041561623, ""log_fidelity"": -0.17680879255780796, ""log_idle_excitation"": -0.027534432399303248, ""move_batches"": 22.0, ""move_time_us"": 2301.848746792682, ""transfers"": 50.0}"
qmap154,e039b9c3db8f1e80604503cd9a889b8734bb4401c1182c75a38b1832e598b5aa,"[""4gt5_75""]",1,5,38,"{""fidelity"": 0.6669330924653196, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.16408205470769963, ""log_coherence_linear"": -0.029203709602936303, ""log_fidelity"": -0.40506554924446025, ""log_idle_excitation"": 0.0, ""move_batches"": 68.0, ""move_time_us"": 6475.91737400078, ""transfers"": 164.0}","{""fidelity"": 0.6654120132031999, ""idle_exposures"": 0.0, ""log_atom_transfer"": -0.16408205470769963, ""log_coherence_linear"": -0.03148702181160595, ""log_fidelity"": -0.40734886145312993, ""log_idle_excitation"": 0.0, ""move_batches"": 68.0, ""move_time_us"": 6948.406350528713, ""transfers"": 164.0}","{""fidelity"": 0.6633706550038613, ""idle_exposures"": 24.0, ""log_atom_transfer"": -0.11605803869568998, ""log_coherence_linear"": -0.022508438825183955, ""log_fidelity"": -0.41042138768954173, ""log_idle_excitation"": -0.06007512523484344, ""move_batches"": 50.0, ""move_time_us"": 5013.804885484483, ""transfers"": 116.0}"
