dataset,circuit,comparison,in_scope,paired_valid,current_variant,reference_variant,current_fidelity,reference_fidelity,delta_logF,fidelity_ratio,current_valid_over_N,reference_valid_over_N,ga_applicable_boundaries,current_transfers,reference_transfers,delta_transfers,current_idle_exposures,reference_idle_exposures,delta_idle_exposures,current_log_coherence_linear,reference_log_coherence_linear,delta_log_coherence_linear,current_move_batches,reference_move_batches,delta_move_batches,current_move_time_us,reference_move_time_us,delta_move_time_us,current_algorithm_time_s,reference_algorithm_time_s,delta_algorithm_time_s
zac18,cat_n22_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.754284567972137,0.752595715467862,0.0022415227406725746,1.0022440368308836,3/3,1/1,20,84.0,84.0,0.0,0.0,1.0,-1.0,-0.07977822936967463,-0.07951662189222877,-0.00026160747744585766,41.0,41.0,0.0,4385.610496188305,4367.838081477472,17.77241471083289,3.950037417,3.860088458,0.089948959
zac18,cat_n35_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.5718173093308323,0.5718173093308323,0.0,1.0,3/3,3/3,33,136.0,136.0,0.0,0.0,0.0,0.0,-0.2317381549107165,-0.2317381549107165,0.0,67.0,67.0,0.0,8176.08791803975,8176.08791803975,0.0,6.494490833,3.742109625,2.7523812080000005
zac18,cat_n35_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.5718173093308323,0.5718173093308323,0.0,1.0,3/3,1/1,33,136.0,136.0,0.0,0.0,0.0,0.0,-0.2317381549107165,-0.2317381549107165,0.0,67.0,67.0,0.0,8176.08791803975,8176.08791803975,0.0,6.494490833,6.350258917,0.14423191600000074
zac18,ghz_n23,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.7408906851696411,0.7408906851696411,0.0,1.0,3/3,3/3,21,88.0,88.0,0.0,0.0,0.0,0.0,-0.08808021307807926,-0.08808021307807926,0.0,43.0,43.0,0.0,4637.275591391364,4637.275591391364,0.0,4.095338292,2.740235459,1.3551028330000001
zac18,ghz_n23,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.7408906851696411,0.7408906851696411,0.0,1.0,3/3,1/1,21,88.0,88.0,0.0,0.0,0.0,0.0,-0.08808021307807926,-0.08808021307807926,0.0,43.0,43.0,0.0,4637.275591391364,4637.275591391364,0.0,4.095338292,4.075422834,0.01991545799999983
zac18,ghz_n40_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.4979103284087543,0.500335874018714,-0.004859623562847304,0.9951521653035238,3/3,3/3,38,156.0,158.0,-2.0,1.0,1.0,0.0,-0.3195614125205528,-0.3127007882905383,-0.006860624230014489,77.0,78.0,-1.0,9951.673640154344,9645.535511822569,306.1381283317751,7.762234042,4.176984458,3.5852495840000005
zac18,ghz_n40_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.4979103284087543,0.4979103284087543,0.0,1.0,3/3,1/1,38,156.0,156.0,0.0,1.0,1.0,0.0,-0.3195614125205528,-0.3195614125205528,0.0,77.0,77.0,0.0,9951.673640154344,9951.673640154344,0.0,7.762234042,7.6372435,0.12499054199999993
zac18,ghz_n78_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.14584129698424558,0.11033082510867089,0.27903567023406173,1.3218544938878005,3/3,3/3,76,316.0,320.0,-4.0,0.0,6.0,-6.0,-1.1766054532309487,-1.4366203408219655,0.2600148875910169,153.0,159.0,-6.0,18382.315326242075,23197.028775150404,-4814.713448908329,25.157306166,9.769193042,15.388113124000002
zac18,ghz_n78_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.14584129698424558,0.14584129698424558,0.0,1.0,3/3,1/1,76,316.0,316.0,0.0,0.0,0.0,0.0,-1.1766054532309487,-1.1766054532309487,0.0,153.0,153.0,0.0,18382.315326242075,18382.315326242075,0.0,25.157306166,24.885488625,0.2718175410000008
zac18,ising_n42,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.4167112109104556,0.4167112109104556,0.0,1.0,3/3,3/3,3,140.0,140.0,0.0,0.0,0.0,0.0,-0.28105687935425233,-0.28105687935425233,0.0,26.0,26.0,0.0,2909.3396442350077,2909.3396442350077,0.0,23.302611042,20.38784475,2.9147662919999995
zac18,ising_n42,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.4167112109104556,0.4167112109104556,0.0,1.0,3/3,1/1,3,140.0,140.0,0.0,0.0,0.0,0.0,-0.28105687935425233,-0.28105687935425233,0.0,26.0,26.0,0.0,2909.3396442350077,2909.3396442350077,0.0,23.302611042,27.704909916,-4.4022988739999995
zac18,ising_n98_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.055293983060508846,0.05345569197311336,0.03381097384594556,1.0343890616610123,3/3,3/3,3,304.0,306.0,-2.0,2.0,1.0,1.0,-1.5114844031154393,-1.5457975065123364,0.03431310339689708,55.0,60.0,-5.0,5819.870945784367,6351.47901006704,-531.6080642826728,76.777807583,80.535569458,-3.757761875
zac18,ising_n98_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.055293983060508846,0.055293983060508846,0.0,1.0,3/3,1/1,3,304.0,304.0,0.0,2.0,2.0,0.0,-1.5114844031154393,-1.5114844031154393,0.0,55.0,55.0,0.0,5819.870945784367,5819.870945784367,0.0,76.777807583,65.187087208,11.590720375000004
zac18,knn_n31_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.2124302490126658,0.18423021883261106,0.14242752970995243,1.1530695146471972,3/3,3/3,44,368.0,452.0,-84.0,74.0,39.0,35.0,-0.4266180071309333,-0.5717981526908706,0.14518014555993736,132.0,158.0,-26.0,15129.890892017966,22253.748530304496,-7123.85763828653,24.774184416,14.635193333,10.138991083
zac18,knn_n31_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.2124302490126658,0.21145360361591542,0.004608088366218066,1.0046187219326106,3/3,1/1,44,368.0,366.0,2.0,74.0,73.0,1.0,-0.4266180071309333,-0.432914311952125,0.0062963048211917005,132.0,131.0,1.0,15129.890892017966,15492.260185240957,-362.3692932229915,24.774184416,19.510663292,5.263521124
zac18,multiply_n13_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.6490486270265224,0.6458428459779085,0.004951438271165232,1.0049637168988994,3/3,3/3,14,110.0,136.0,-26.0,19.0,7.0,12.0,-0.058229069746620524,-0.06720506196203559,0.008975992215415063,45.0,56.0,-11.0,5222.977336197841,7057.98319456784,-1835.0058583699984,11.334458375,4.841927459,6.492530916000001
zac18,multiply_n13_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.6490486270265224,0.6455796801902884,0.005358997820314015,1.0053733829342515,3/3,1/1,14,110.0,112.0,-2.0,19.0,19.0,0.0,-0.058229069746620524,-0.061587066899767395,0.0033579971531468716,45.0,47.0,-2.0,5222.977336197841,5826.333009937561,-603.3556737397194,11.334458375,11.679336333,-0.34487795799999965
zac18,qft_n18_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.08938694922566473,0.09007962422400662,-0.007719303094680274,0.9923104142106614,3/3,3/3,61,402.0,416.0,-14.0,7.0,9.0,-2.0,-0.3630009036243715,-0.334769464307069,-0.028231439317302487,143.0,124.0,19.0,20623.61469965825,19817.359510321057,806.2551893371929,97.451285125,22.548449292,74.902835833
zac18,qft_n18_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.08938694922566473,0.08848761968857485,0.010112038003541546,1.0101633374279362,3/3,1/1,61,402.0,398.0,4.0,7.0,8.0,-1.0,-0.3630009036243715,-0.37561607184603146,0.012615168221659978,143.0,166.0,-23.0,20623.61469965825,22901.09973693284,-2277.4850372745896,97.451285125,89.311800542,8.139484582999998
zac18,qft_n29_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.0036573958268649965,0.0031752651544095767,0.14136022938888093,1.1518394996984336,3/3,3/3,105,844.0,872.0,-28.0,18.0,17.0,1.0,-1.096262929338271,-1.2181152816064325,0.12185235226816138,219.0,247.0,-28.0,35607.41179912787,41750.52398616779,-6143.112187039922,187.392873458,57.600772167,129.792101291
zac18,qft_n29_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.0036573958268649965,0.0031763693147799305,0.14101255183066108,1.1514391005626476,3/3,1/1,105,844.0,848.0,-4.0,18.0,21.0,-3.0,-1.096262929338271,-1.229766090514576,0.1335031611763049,219.0,299.0,-80.0,35607.41179912787,42683.52940042247,-7076.117601294602,187.392873458,177.551759875,9.84111358300001
zac18,seca_n11_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.4220991664837909,0.42036252184758693,0.004122791861348896,1.0041313022592286,3/3,3/3,26,206.0,292.0,-86.0,57.0,7.0,50.0,-0.08122543790487806,-0.13197110263832232,0.05074566473344426,71.0,119.0,-48.0,8128.616290234231,14819.866674762041,-6691.25038452781,37.41882625,12.213762417,25.205063833000004
zac18,seca_n11_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.4220991664837909,0.42444550635439365,-0.005543348045805474,0.9944719879572865,3/3,1/1,26,206.0,216.0,-10.0,57.0,49.0,8.0,-0.08122543790487806,-0.08570212826818509,0.004476690363307029,71.0,77.0,-6.0,8128.616290234231,8602.41458799012,-473.7982977558895,37.41882625,33.134427375,4.284398875000001
zac18,swap_test_n25_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.31509021375457047,0.2842339646256087,0.10306127258191733,1.108559331287538,3/3,3/3,31,282.0,358.0,-76.0,58.0,30.0,28.0,-0.26991463729007037,-0.37703805149943037,0.10712341420936,107.0,123.0,-16.0,11727.545413869935,18278.962061844475,-6551.41664797454,13.919699125,14.185833417,-0.26613429200000027
zac18,swap_test_n25_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.31509021375457047,0.3158541486593569,-0.0024215614675457964,0.9975813681472002,3/3,1/1,31,282.0,282.0,0.0,58.0,57.0,1.0,-0.26991463729007037,-0.26999620604064306,8.156875057269142e-05,107.0,107.0,0.0,11727.545413869935,11728.714703030435,-1.1692891604998294,13.919699125,12.68569775,1.234001375
zac18,wstate_n27_transpiled,H8_vs_H0,True,True,paper_h8_ga,paper_h0_ga,0.4976139580186141,0.4831013532003409,0.029598119078525942,1.0300404971381956,3/3,3/3,26,158.0,176.0,-18.0,3.0,10.0,-7.0,-0.2401853431400198,-0.23347176747147233,-0.006713575668547467,66.0,69.0,-3.0,8262.121160973533,8735.122077686561,-473.00091671302835,9.261884375,4.645058292,4.616826082999999
zac18,wstate_n27_transpiled,GA_vs_greedy,True,True,paper_h8_ga,paper_h8_greedy_only,0.4976139580186141,0.49848212794932895,-0.001743145390844747,0.9982583730046926,3/3,1/1,26,158.0,164.0,-6.0,3.0,4.0,-1.0,-0.2401853431400198,-0.22993606552955545,-0.010249277610464347,66.0,61.0,5.0,8262.121160973533,7857.345799549523,404.77536142401004,9.261884375,9.485467458,-0.22358308300000118
